@metric	cosine
0	81.970955	62.183834	56.691689	45.756321	34.695770	62.500153	92.145958	133.962326	116.802628	71.127785
1	86.673965	68.059036	59.878357	86.303040	33.065681	34.577808	78.935799	125.656067	95.561234	68.147667
2	66.587059	66.312065	79.822105	82.390137	58.060005	47.583054	66.212418	123.826073	128.812958	71.967216
3	92.625488	37.783913	78.856018	49.317177	46.540237	61.551788	60.817333	92.686188	135.514114	70.362000
4	102.964066	49.188087	68.678993	62.842422	48.491127	49.744675	96.420227	131.426926	115.400742	71.798149
5	61.903614	58.987804	81.293533	91.725716	54.377945	37.353539	88.308769	124.590363	101.179611	69.312172
6	93.262543	70.805099	77.905647	72.118561	33.122280	22.445877	82.670349	97.939606	105.132065	69.418449
7	100.559570	35.096134	40.372547	69.238564	60.938557	36.863674	67.983238	111.358788	108.290596	70.938400
8	78.340256	47.194210	65.371788	59.633785	51.919930	17.749733	95.987320	94.228699	132.340088	67.316696
9	86.350426	52.602634	40.972034	64.256073	37.721195	22.094311	85.701950	124.391541	110.033920	71.683403
10	67.576004	37.593491	48.930153	57.948551	69.832054	57.868710	93.812225	91.815292	109.227493	67.810280
11	100.199280	64.567749	72.297028	65.571068	37.201538	22.216957	82.320801	87.188858	106.445648	69.066086
12	59.355793	69.796082	40.263527	50.327827	47.052155	25.984722	71.422134	86.754105	90.376259	70.745605
13	102.588120	34.952263	42.049545	51.518276	55.900810	59.881599	58.386986	103.713036	91.696892	69.361450
14	80.815849	68.896172	55.182236	53.112877	47.467239	40.383774	74.329834	133.788040	117.572639	70.677551
15	73.448929	53.928429	73.571571	63.712456	67.256256	18.623718	88.697174	92.678398	95.377823	70.507347
16	99.134453	24.965942	87.025703	91.183998	39.484215	40.926514	100.065598	101.871201	134.639542	71.776253
17	94.485687	42.455399	83.658661	49.667923	58.568279	29.125896	89.051697	86.898117	102.913925	68.262436
18	92.673599	53.362862	83.552765	66.245171	30.075317	48.809025	83.868896	122.772491	131.487427	70.524673
19	76.845932	57.621872	77.212662	63.871635	61.805874	14.696877	103.798149	115.871475	106.568077	71.443771
20	82.633965	28.053764	53.893093	66.292618	40.721691	60.461372	94.418518	133.773392	137.359482	67.333244
21	65.397728	57.033092	73.695312	48.950497	36.278263	51.770622	96.759521	124.147156	114.543121	70.424690
22	78.393875	68.389046	58.868813	55.606529	45.260681	18.674686	69.303406	103.058830	124.546158	70.187149
23	66.496521	34.180119	76.925247	70.389618	63.472740	15.646942	79.850990	111.891258	89.420334	69.321045
24	84.223709	31.818058	47.243568	57.919014	43.768555	31.521833	58.689640	94.528076	95.668991	69.923279
25	97.775009	51.062862	64.621811	56.643826	69.669388	57.882488	74.318512	92.972794	100.941315	67.486465
26	93.844276	44.437836	56.044788	70.769524	27.827450	17.517532	85.416458	111.678436	119.408791	70.083679
27	103.888916	30.632500	79.654854	51.132484	51.551514	21.423405	81.654320	114.241150	105.951477	70.332329
28	62.473911	30.726490	51.386169	77.095718	50.370316	19.055561	83.978203	128.688828	102.028351	71.091949
29	102.553497	22.872627	52.357357	58.598286	56.642151	28.184803	75.115814	96.058609	129.863251	67.052460
30	95.895401	60.752159	48.157101	75.550255	74.884644	47.708618	95.973656	110.538963	101.949768	67.792511
31	62.862274	41.423683	55.651627	64.248444	31.519402	54.021942	82.304001	119.497604	122.710770	71.033234
32	79.417122	52.264267	80.204979	81.774475	73.862556	34.847130	58.959282	102.978363	120.905739	71.482254
